id,name
2355,Angelic Protection
7113,Broken Pharaoh Emblem
4223,Stalactic Golem Card
4084,Marine Sphere Card
1054,Ancient Lips
523,Holy Water
568,Lemon
1460,Trident
7013,Coral Reef
4062,Anacondaq Card
4197,Mastering Card
2262,Clown Nose
526,Royal Jelly
59,RateMyServer.Net
1517,Sword Mace
641,Contract in Shadow
4220,Solider Card
0,RateMyServer.Net
706,Four Leaf Clover
1053,Ancient Tooth
1751,Silver Arrow
1701,Bow
1750,Arrow
1202,Knife
901,Daenggie
1094,Short Daenggie
609,Amulet
662,Authoritative Badge
2305,Adventurer's Suit
1049,Skirt of Virgin
708,Ment
618,Worn Out Scroll
7054,Brigan
2277,Nurse Cap
7014,Old Portrait
1022,Nine Tails
2272,Stop Post
7110,Broken Sword
7121,Honey Pot
25600,RateMyServer.Net
39936,RateMyServer.Net
3072,RateMyServer.Net
17408,RateMyServer.Net
31744,RateMyServer.Net
46080,RateMyServer.Net
9216,RateMyServer.Net
23552,RateMyServer.Net
49152,RateMyServer.Net
12288,Squirrel Magic Powder
26624,RateMyServer.Net
40960,RateMyServer.Net
18432,RateMyServer.Net
32768,RateMyServer.Net
47104,RateMyServer.Net
10240,RateMyServer.Net
24576,RateMyServer.Net
38912,RateMyServer.Net
2048,RateMyServer.Net
16384,RateMyServer.Net
30720,RateMyServer.Net
45056,RateMyServer.Net
8192,RateMyServer.Net
22528,RateMyServer.Net
36864,RateMyServer.Net
14336,RateMyServer.Net
28672,RateMyServer.Net
2434,Black Leather Boots
4554,RateMyServer.Net
27648,RateMyServer.Net
4652,RateMyServer.Net
5008,Puppy Love
4528,RateMyServer.Net
4808,RateMyServer.Net
4610,RateMyServer.Net
4514,RateMyServer.Net
4212,Bongun Card
10028,Beautiful Badges
513,Banana
1001,Star Dust
992,Wind of Verdure
5214,Moonlight Flower Hat
4812,RateMyServer.Net
963,Sharp Scale
938,Sticky Mucus
962,Tentacle
720,Aquamarine
956,Gill
517,Meat
1050,Tendon
951,Fin
509,White Herb
1023,Fish Tail
717,Blue Gemstone
1011,Emveretarcon
1051,Detonator
971,Detrimindexta
950,Heart of Mermaid
4440,Necromancer Card
5004,Oxygen Mask
949,Feather
2922,RateMyServer.Net
4314,Penomena Card
525,Panacea
7094,Fragment
7317,Rusty Screw
7357,Crest Piece
7356,Crest Piece
7359,Crest Piece
7004,Mud Lump
7049,Stone
7049,Stone
7053,Cyfar
606,Aloevera
1055,Earthworm Peeling
4630,RateMyServer.Net
719,Amethyst
1256,Katar of Frozen Icicle
2512,Novice Manteau
2920,RateMyServer.Net
2241,Grampa Beard
4482,RateMyServer.Net
511,Green Herb
908,Spawn
967,Turtle Shell
508,Yellow Herb
510,Blue Herb
7064,Wing of Dragonfly
7064,Wing of Dragonfly
912,Zargon
1096,Round Shell
605,Anodyne
911,Scell
507,Red Herb
918,Sticky Webfoot
943,Solid Shell
4311,Permeter Card
1019,Trunk
7070,Broken Shell
522,Mastela Fruit
4227,Spring Rabbit Card
4227,Spring Rabbit Card
2207,Fancy Flower
4414,Seeker Card
657,Berserk Potion
5250,Robotic Ears
5012,Ph.D Hat
4634,RateMyServer.Net
2228,Helm
7211,Fragment of Rossata Stone
1304,Orcish Axe
5001,Headset
4018,Andre Larva Card
4244,Alarm Card
1622,Hypnotist's Staff
4114,Argiope Card
7433,Blank Scroll
5058,Drooping Cat
17,RateMyServer.Net
4118,Earth Petite Card
1525,Long Mace
1604,Wand
7114,Masque of Tutankhamen
2294,Stellar
1358,Buster
2299,Orc Helm
5038,Deviruchi Hat
4076,Magnolia Card
12006,Steel Arrow Quiver
4626,RateMyServer.Net
7067,Stone Fragment
7066,Ice Cubic
725,Sardonyx
7358,Crest Piece
5312,Ayothaya King's Hat
13157,Drifter
26314,RateMyServer.Net
729,Zircon
919,Animal Skin
945,Raccoon Leaf
516,Potato
942,Yoyo Tail
7182,Cacao
909,Jellopy
512,Apple
532,Banana Juice
7011,Claw of Monkey
713,Empty Bottle
906,Pointed Scale
712,Flower
915,Chrysalis
754,Raccoon Doll  / Racoon Doll
905,Stem
924,Powder of Butterfly
521,Aloe Leaflet
3040,RateMyServer.Net
921,Mushroom Spore
7033,Poison Spore
1021,Dokebi Horn
3002,RateMyServer.Net
953,Stone Heart
1752,Fire Arrow
4442,Tatacho Card
621,Bitter Herb
970,Alcohol
910,Garlet
2279,Bomb Wick
1035,Dragon Canine
1037,Dragon Tail
939,Bee Sting
1031,Mantis Scythe
1032,Maneater Blossom
1510,Flail
1452,Guisarme
1013,Rainbow Shell
920,Wolf Claw
947,Horn
935,Shell
528,Monster's Feed
1026,Acorn
1002,Iron Ore
940,Grasshopper's Leg
514,Grape
990,Red Blood
40048,RateMyServer.Net
40046,RateMyServer.Net
1014,Ant Jaw
7006,Wing of Red Bat
955,Worm Peeling
1040,Elder Pixie's Moustache
5079,X Hairpin
913,Tooth of Bat
1111,Rapier
1010,Phracon
5063,Giant Band Aid
746,Glass Bead
7007,Claw of Rat
752,Rocker Doll
2420,Angel's Reincarnation
538,Well-baked Cookie
530,Candy Cane
529,Candy
11002,Chef King Orleans Vol.1
7174,Wrapping Lace
7175,Wrapping Paper
7174,Wrapping Lace
7175,Wrapping Paper
7175,Wrapping Paper
7175,Wrapping Paper
7174,Wrapping Lace
539,Piece of Cake
610,Yggdrasil Leaf
7269,Pinafore
731,2carat Diamond
1065,Trap
611,Magnifier
930,Rotten Bandage
934,Memento
1042,Bug Leg
1025,Cobweb
7318,Old Pick
1041,Lantern
7001,Mould Powder
1061,Witched Starsand  / Witch Starsand
715,Yellow Gemstone
7119,Bacillus
923,Evil Horn
7012,Tough Scalelike Stem
1968,Skipping Rope
7009,Glitter Shell
7002,Ogre Tooth
1756,Stone Arrow
1755,Arrow of Wind
1063,Fang
1753,Steel Arrow
7026,Key of Clock Tower
1095,Needle of Alarm
1097,Worn Out Page
7005,Skull
7027,Key of Underground
1765,Oridecon Arrow
998,Iron
7016,Spoon Stub
1098,Manacles
726,Sapphire
4329,Phendark Card
40026,RateMyServer.Net
957,Decayed Nail
958,Horrendous Mouth
2609,Skull Ring
932,Skel-Bone
727,Opal
1060,Golden Hair
734,Red Frame
1000,Star Crumb
4113,Marionette Card
7015,Bookclip in Memory
747,Crystal Mirror
7072,Old Shuriken
7068,Burnt Tree
7069,Destroyed Armor
954,Shining Scale
926,Snake Scale
937,Venom Canine
534,Carrot Juice
2259,Mini Propeller
4224,Stem Worm Card
1454,Glaive
972,Karvodailnirol
996,Rough Wind
7107,Antelope Skin
7043,Fine Sand
1056,Grit
7124,Sand Clump
2612,Flower Ring
929,Immortal Heart
549,Yam
7158,Broken Liquor Jar
7159,Tengu Nose
7063,Soft Feather
7126,Large Jellopy
7156,Broken Shuriken
7157,Dark Mask
13301,Huuma Giant Wheel Shuriken
7111,Slick Paper
7112,Sharp Paper
737,Black Ladle
1034,Blue Hair
944,Horseshoe
1146,Town Sword
7031,Old Frying Pan
1763,Poison Arrow
1059,Fabric
1099,Worn-out Prison Uniform
904,Scorpion Tail
7041,Fine Grit
1012,Frill
903,Reptile Tongue
2408,Shackles
1552,Tablet
1605,Wand
1508,Smasher
13009,Kamaitachi
1006,Old Magicbook
1211,Dirk
4282,Tengu Card
4322,High Orc Card
1038,Little Evil Horn
1017,Mole Whiskers
13302,Huuma Giant Wheel Shuriken
724,Cursed Ruby
1301,Axe
1039,Little Evil Wing
660,Forbidden Red Candle
7106,Antelope Horn
13300,Huuma Wing Shuriken
7099,Worn-out Magic Scroll
936,Scale Shell
537,Pet Food
1036,Dragon Scale
928,Insect Feeler
1152,Slayer
2303,Jacket
1016,Rat Tail
20023,RateMyServer.Net
20026,RateMyServer.Net
2304,Jacket
20017,RateMyServer.Net
7118,Torn Scroll
705,Clover
7155,Poisonous Toad Skin
7154,Poisonous Powder
7152,Glossy Hair
7153,Worn-out Kimono
948,Bear's Footskin
922,Orc's Fang
1044,Zenorc's Fang
640,Shining Stone
1064,Reins
1764,Sharp Arrow
7047,Alice's Apron
1767,Arrow of Shadow
1201,Knife
633,Sweet Potato
1020,Black Hair
703,Hinalle
4283,Greatest General Card
20014,RateMyServer.Net
1033,Maneater Root
5035,Poring Hat
7300,Gemstone
4315,Pest Card
1007,Necklace of Wisdom
1965,Red Flame Whip
1062,Jack o' Pumpkin
535,Pumpkin
7003,Anolian Skin
1769,Mute Arrow
4009,Chonchon Card
7123,Dragon Skin
7048,Talon of Griffon
20031,RateMyServer.Net
4149,Gargoyle Card
